Vge,Ic,Tj,Vce,Eon
11.180059,65.690482,115.389225,1.469824,3.893743
19.618977,30.638946,73.637089,0.722999,1.233797
19.085807,24.895834,51.817372,0.650685,0.727632
16.997071,32.926742,95.334051,0.883744,1.554974
12.6587,16.388715,119.442443,0.827849,1.132168
19.691764,87.557122,57.177795,1.387401,3.309131
17.787509,29.041446,128.348735,0.849877,1.675091
17.168902,56.58745,140.938107,1.274109,3.490266
14.493615,79.405468,99.674316,1.537888,4.079674
12.722416,78.598587,108.618457,1.584545,4.328624
10.96391,44.40024,31.571999,1.070174,1.651756
19.026024,48.149474,143.189986,1.089212,2.922822
14.557763,99.475473,74.060592,1.718664,4.592186
12.023634,67.78515,140.48755,1.526272,4.432014
13.059566,81.649206,97.372191,1.587459,4.276866
15.792196,90.352843,25.57735,1.479062,2.962431
11.767728,78.971394,29.81775,1.443024,2.849315
18.566143,19.332755,110.052351,0.68279,1.033795
17.585195,56.654903,95.333502,1.119083,2.811152
17.19463,11.087522,28.316555,0.452555,0.103572
14.32093,65.639291,117.932495,1.357341,3.774887
16.273088,95.579593,131.518167,1.736395,5.492316
15.84098,51.760474,87.052185,1.156179,2.520732
16.498466,43.864277,83.21968,1.026363,2.092065
10.844443,4.548432,25.684139,0.548094,0.206328
14.158074,96.017678,123.331214,1.788629,5.625173
10.416142,11.197266,66.339508,0.783004,0.684971
14.939908,5.06683,134.845452,0.673159,0.591911
13.298612,25.360595,71.632573,0.850663,1.243955
11.445242,7.487513,95.634739,0.697605,0.673101
11.03403,46.056666,58.792724,1.144579,2.101013
15.876446,52.092692,45.073539,1.017695,1.924208
11.70593,31.944425,121.863488,1.079875,2.18146
19.251201,6.045088,87.07381,0.437929,0.241248
15.810611,12.048436,92.06099,0.665242,0.660892
13.468698,39.065933,145.676994,1.176575,2.760218
15.909155,6.992317,145.447489,0.681865,0.664416
10.228039,70.120783,131.955265,1.57578,4.508902
19.585592,21.495034,48.451162,0.524155,0.529568
14.823034,30.905085,99.284087,0.91941,1.751347
17.827352,40.018452,134.768428,1.003306,2.537436
10.8273,42.244354,71.807992,1.094709,2.11379
14.866583,1.16441,37.638271,0.452312,-0.158706
14.90707,12.094967,126.370363,0.741669,0.901262
19.378265,86.413692,85.220444,1.404543,3.998816
15.717281,1.122073,95.549085,0.521953,0.179091
14.734894,51.308568,147.768037,1.290618,3.422383
12.669757,49.460699,100.901429,1.227297,2.802503
13.31569,33.976322,78.122423,0.961889,1.72108
15.206724,43.701375,71.248046,1.023093,2.019311
14.389115,78.277533,77.202412,1.438844,3.692294
10.216121,84.279167,39.799885,1.585114,3.423714
18.262919,26.774506,124.34382,0.825041,1.571253
18.961608,32.926554,129.714607,0.876303,1.958049
11.402491,25.005802,60.549642,0.887803,1.20971
15.540361,48.506477,62.974577,1.026207,2.010936
11.085757,68.642577,134.291782,1.569918,4.471122
16.722401,23.597035,27.996294,0.648522,0.626712
12.812338,33.742838,90.05718,0.942315,1.879898
16.594226,93.108077,82.959464,1.609195,4.346395
17.269946,5.80836,111.265846,0.513181,0.355745
17.686475,46.616191,45.423963,0.907327,1.619905
11.077409,71.444246,108.541343,1.562598,4.146353
19.160118,15.894947,72.091751,0.553774,0.56415
12.30214,5.690028,102.339347,0.674571,0.49584
10.374126,14.682332,30.011876,0.703113,0.619178
15.548525,91.963496,82.7159,1.623076,4.422826
13.709223,1.916718,90.281362,0.553857,0.257085
18.297897,19.643876,51.7908,0.612951,0.495035
18.082515,4.097068,42.452957,0.390493,0.018037
13.171389,11.952317,48.559288,0.621557,0.544436
19.528994,62.394779,68.017635,1.087241,2.512753
12.909178,24.922252,37.101269,0.76565,0.916972
15.150571,57.351993,143.414974,1.337861,3.735836
12.559651,59.429343,75.624258,1.30226,2.829156
19.360436,85.094098,126.1212,1.458175,4.793133
11.646078,1.469398,146.80214,0.753783,0.619239
10.449106,85.483576,35.09191,1.56525,3.29461
14.350971,62.29279,106.458683,1.355772,3.410667
19.923756,17.111605,133.926136,0.648477,1.002455
18.916773,77.520801,104.279304,1.40339,3.965948
17.48608,85.693663,78.628265,1.460332,3.815341
18.907925,26.172085,78.884545,0.681358,0.987123
18.934466,91.960574,29.487361,1.380922,3.0031
15.188584,45.991286,91.825094,1.063856,2.363803
13.159291,60.739021,149.192875,1.406983,4.097355
17.720124,98.480304,144.838441,1.741733,6.02089
16.616613,36.792072,30.049904,0.778548,1.098224
13.736577,81.502775,113.224625,1.548778,4.596151
10.944667,32.521513,62.720608,0.979766,1.58497
17.467896,80.122139,137.873644,1.477119,4.766755
12.624605,60.472658,30.639343,1.193169,2.160481
19.368132,22.419214,141.984263,0.753773,1.509774
12.409706,41.988583,129.684468,1.173516,2.660215
11.227579,32.445928,39.688048,0.971919,1.353284
18.311127,8.732731,32.478042,0.421543,-0.050893
11.532843,3.953642,129.338458,0.765043,0.656181
11.792683,35.301387,44.469709,0.923248,1.439573
15.993828,2.884381,91.862269,0.525443,0.103031
18.74562,17.383288,139.468107,0.729473,1.146425
11.964347,72.793149,95.931014,1.485959,3.846923
13.103237,71.101032,74.654163,1.427585,3.233123
17.774048,74.119458,80.627007,1.293412,3.394574
19.718264,32.398164,32.889646,0.657282,0.902453
15.007412,89.111926,146.09404,1.699588,5.685614
11.438975,59.789224,63.831773,1.305251,2.758293
10.139363,13.476608,48.670436,0.742069,0.725497
12.29656,15.228147,60.755913,0.729935,0.836488
11.318222,69.616447,145.546649,1.582221,4.715376
16.776587,18.12145,36.785757,0.573044,0.541958
11.218325,51.221977,133.41288,1.354642,3.329052
15.063299,99.185673,113.480487,1.770058,5.437522
16.942624,1.396753,128.752397,0.564215,0.267724
15.811166,2.6414,146.987193,0.642727,0.363802
11.997757,99.315374,130.269332,1.908321,6.011668
18.041245,58.879245,142.922794,1.246442,3.732693
17.154071,13.564088,40.866907,0.523747,0.355548
17.38984,89.832918,124.473571,1.607341,5.133425
11.310578,88.15765,93.209462,1.738925,4.60461
11.237538,54.083841,92.936949,1.270947,2.934003
19.275626,62.557411,137.365197,1.262548,3.700108
13.975782,28.045532,146.475477,0.97236,2.009284
13.009487,6.00145,113.10479,0.712288,0.569558
14.88584,59.862193,85.367299,1.274007,2.978413
16.628642,30.180764,82.050482,0.837184,1.466079
19.556233,66.698484,73.292682,1.163693,2.74446
12.864462,83.788273,70.199879,1.548716,3.87601
19.248084,2.797894,73.938355,0.40463,-0.045688
10.248595,59.975664,36.219154,1.279647,2.383161
15.55198,23.896773,34.679511,0.673841,0.766779
16.339751,87.514961,122.48373,1.599157,4.991946
11.058974,26.112786,80.759112,0.94707,1.479376
11.403396,61.466243,141.335561,1.46282,4.147141
14.191143,55.800543,101.527626,1.230802,3.0191
19.662319,40.220484,29.396998,0.724365,1.108768
15.960426,68.084456,44.690418,1.235396,2.490155
19.330232,72.851194,50.727474,1.206669,2.768978
18.043609,57.126842,146.967003,1.242781,3.602136
14.673816,76.083801,52.338028,1.396771,3.09024
17.847634,98.358291,89.46946,1.625567,4.595848
10.178368,42.507966,142.022116,1.296629,3.000688
11.09144,51.943722,147.149091,1.390956,3.682925
18.294286,2.234518,54.545054,0.385245,-0.090778
17.968171,79.806827,31.139705,1.2703,2.521698
12.326407,52.502777,44.200229,1.192925,2.151605
15.307696,41.388182,32.91606,0.89422,1.353203
16.060158,10.313124,49.39053,0.527416,0.376388
18.67739,89.075986,96.071214,1.509413,4.329831
16.031072,40.105717,139.0561,1.083486,2.583467
14.125716,68.575578,92.15236,1.355344,3.542419
13.74184,15.788041,103.248695,0.806152,0.980688
14.258821,96.193413,50.233406,1.625139,3.790577
16.51931,18.665734,125.072953,0.756337,1.191389
18.674906,20.754657,102.223614,0.717032,1.063471
14.538969,86.039303,133.017104,1.67485,5.108695
12.478396,91.345692,143.605388,1.783716,5.731017
12.366624,22.002593,68.487597,0.865551,1.158264
17.460143,47.510288,36.322382,0.93214,1.512579
18.165688,73.615996,53.24112,1.2447,2.777428
11.052781,87.958208,79.730196,1.71518,4.214772
10.665589,38.526217,143.211706,1.231956,2.764886
15.944337,52.184929,72.288728,1.091905,2.311584
11.461732,74.429925,121.346652,1.578794,4.498081
18.246642,73.382462,92.559587,1.329946,3.479269
13.103347,78.513053,47.851096,1.45429,3.225885
11.438719,57.423448,65.091765,1.276397,2.624465
19.209705,11.356895,106.648986,0.55749,0.514903
11.655317,90.493356,109.106674,1.757073,5.120015
12.847201,86.691681,79.344968,1.612178,4.162053
11.536134,80.011646,53.5807,1.494548,3.36768
11.154901,10.886385,115.238347,0.79703,0.972949
10.21148,21.235339,46.10913,0.852001,1.074405
10.553954,74.616436,142.083711,1.610908,4.972796
11.746415,3.290869,48.487947,0.588182,0.196431
10.533819,97.943239,38.414045,1.726571,3.81562
15.911438,38.337323,87.205963,0.983282,1.876528
16.807145,72.211941,89.9437,1.332347,3.435466
13.936305,88.869538,88.524114,1.638583,4.394003
13.179911,40.068359,79.583436,1.036652,1.999411
15.045262,32.594116,149.351862,1.04075,2.353577
18.750049,61.265372,85.785077,1.15899,2.855101
18.511316,58.517948,84.743323,1.107111,2.644287
10.434751,41.504858,77.720758,1.160388,2.168751
11.814984,60.575701,33.353219,1.219291,2.297228
12.367449,93.602756,99.119579,1.756341,4.912502
12.493876,47.296385,53.495972,1.118185,2.043647
15.712327,20.477476,104.701123,0.796963,1.17192
14.162624,38.343392,31.354183,0.936279,1.259563
10.492541,40.016591,147.673388,1.245501,2.9006
13.736141,13.979761,83.625635,0.695341,0.873254
15.237529,17.124279,137.094421,0.802668,1.261937
11.016719,68.771645,84.445147,1.476857,3.593598
18.334586,34.608298,32.541352,0.740303,0.951243
10.519619,95.534941,127.776693,1.888429,5.807162
19.248419,25.116078,106.022966,0.713527,1.367363
10.991131,10.793526,122.719631,0.860565,0.977174
18.43575,75.596952,78.521233,1.286639,3.252508
19.026531,88.222569,104.742093,1.520538,4.526772
19.795707,28.533222,132.028625,0.869733,1.606426
18.020259,21.006722,103.88318,0.726568,1.080135
17.794775,19.390847,68.459204,0.647427,0.702024
16.424833,52.679218,107.816199,1.145181,2.839742
17.789964,47.373247,108.981774,1.016539,2.452664
11.345522,26.684544,145.07337,1.057941,2.0788
15.36068,5.472139,71.36404,0.525715,0.28218
15.142229,48.667643,78.135221,1.057075,2.225575
18.575721,95.973902,126.51537,1.681893,5.349923
14.627994,65.599401,88.220289,1.330251,3.229534
13.850895,50.055149,117.071637,1.226872,2.877963
16.395633,11.958515,82.463683,0.61038,0.544929
12.664633,25.991193,51.936893,0.832372,1.130172
11.397684,30.182621,118.15048,1.075853,2.001437
14.778773,76.715552,41.394396,1.359365,2.849655
14.168894,87.794369,49.822958,1.538725,3.498518
12.325699,90.262544,103.353123,1.716166,4.838
13.675118,98.472292,118.408725,1.801388,5.610597
13.663924,98.254302,136.835986,1.814668,6.072521
13.274956,95.346914,59.073312,1.624506,4.036225
13.794641,8.110392,38.840532,0.555935,0.296204
16.857433,14.64156,144.505832,0.760117,1.085576
12.968765,31.142186,44.302886,0.847526,1.257251
19.488579,55.736927,49.708373,0.982913,2.02892
19.16348,10.600811,61.416182,0.476213,0.26116
14.809104,84.733899,91.173919,1.511761,4.122691
13.283612,62.058862,135.353196,1.398602,3.941671
15.354348,54.694076,120.068253,1.24398,3.228426
18.485605,17.365821,113.519694,0.688602,0.933966
16.525873,26.072292,46.897571,0.687813,0.937793
18.043918,16.87089,69.710329,0.603723,0.583481
15.327223,85.341383,84.800616,1.554329,4.006206
16.329176,58.838558,43.428244,1.118585,2.14052
12.881556,73.777813,59.178713,1.415339,3.091363
17.348932,30.307253,63.54165,0.760943,1.169104
12.024046,37.754011,40.909525,0.961559,1.568298
16.947981,41.080641,93.779961,0.981445,1.93516
18.607191,76.241482,113.128525,1.386841,3.970441
11.321028,77.462946,33.741454,1.469995,2.863944
16.143797,21.474539,85.140388,0.746299,1.040112
10.950957,94.212347,122.776399,1.863948,5.565053
17.257156,12.944878,118.498766,0.676513,0.876231
10.844932,89.716086,126.884137,1.820707,5.4812
19.359398,10.939169,81.030079,0.529965,0.386369
11.374079,27.189441,127.569635,1.0241,1.958249
19.588802,84.801375,55.094134,1.303978,3.239051
18.008842,18.769715,70.10132,0.656044,0.663112
15.93682,41.943225,47.044447,0.924436,1.587133
17.826241,45.536071,83.435567,0.944227,2.012776
17.951148,25.280638,74.007503,0.698572,1.072852
19.460271,71.314275,55.11589,1.197632,2.732295
12.533834,85.28213,118.972589,1.679722,4.947453
15.900759,87.582939,64.230847,1.492193,3.705668
10.950492,34.592892,59.100541,1.032819,1.655572
16.161657,53.554189,41.361291,1.019577,1.763926
11.712913,25.592234,79.852713,0.899462,1.425367
15.649506,25.234854,62.870579,0.763302,1.037691
15.724305,16.964152,71.159105,0.681968,0.746245
14.659852,94.061882,54.499658,1.607873,3.867457
15.226318,88.910894,120.394436,1.669155,5.024726
17.639234,77.958513,141.250418,1.492798,4.66712
17.992447,52.248491,87.241482,1.071479,2.421375
14.921532,49.570184,105.374803,1.152762,2.710596
15.995934,53.444821,133.396535,1.229507,3.268752
19.312362,54.120233,149.853705,1.17193,3.387523
11.197336,44.021745,101.689561,1.200022,2.614823
11.171036,14.043728,136.222433,0.921289,1.235962
10.87709,13.440721,138.576031,0.923231,1.294969
16.578633,95.272722,123.931436,1.694661,5.450929
14.186083,48.721045,82.616424,1.10812,2.301094
17.743214,95.367347,35.14425,1.483754,3.293742
16.712314,17.194111,26.975694,0.558351,0.351606
13.336378,55.887239,84.650079,1.243719,2.776035
18.983665,21.564008,86.789317,0.706967,0.873959
17.625321,26.065276,75.920298,0.725389,1.091673
12.705349,3.975403,96.020919,0.667032,0.536485
13.64192,12.776378,94.020338,0.753469,0.754303
13.1444,91.767992,129.57663,1.767997,5.433843
11.576116,32.831766,38.582138,0.970619,1.248723
11.477834,61.204792,53.147208,1.288856,2.711785
19.361275,47.036399,124.125622,1.038332,2.584098
14.37904,40.644673,130.979608,1.102348,2.587749
13.833198,53.656723,149.353027,1.32056,3.598074
17.296857,19.536656,134.114002,0.788741,1.234519
15.529931,98.871786,136.237376,1.809964,5.916856
19.3614,82.012479,64.293493,1.338277,3.426964
17.803015,74.419849,75.207704,1.334545,3.332268
14.793696,47.40717,58.510638,1.040197,1.928691
13.763595,16.134835,100.787425,0.775642,1.056631
19.866315,92.14592,142.350669,1.648543,5.422295
17.177602,34.79732,68.080111,0.846285,1.342343
19.511947,5.960562,94.625223,0.461029,0.2455
11.184786,34.897964,62.037454,0.993422,1.72685
18.505337,79.651246,46.224997,1.274251,2.937849
16.370739,62.648166,49.398191,1.178184,2.353949
11.219217,75.33302,32.243168,1.424619,2.805459
15.88258,79.569903,143.66169,1.568232,4.991332
16.860964,21.983506,75.359951,0.707423,0.968807
10.123027,92.454548,129.265112,1.878924,5.655093
14.54318,44.360971,110.166184,1.099434,2.440797
18.253995,64.262351,48.990145,1.099997,2.34647
12.95359,1.228568,46.932781,0.524487,0.142391
14.585481,99.343481,126.498525,1.819574,5.710506
14.423141,28.808742,58.088964,0.835839,1.242093
13.019274,7.144248,139.160648,0.757285,0.835423
19.184419,46.367942,42.506926,0.879446,1.533544
17.81294,13.773976,109.713577,0.635449,0.807264
11.105884,16.080344,126.809235,0.902975,1.307457
19.970347,63.595998,54.407049,1.053977,2.238157
18.792,39.899812,59.52592,0.860113,1.443837
12.839084,92.263393,145.564861,1.825786,5.938725
18.368966,32.596493,58.074701,0.768338,1.143251
11.064195,72.891833,78.744631,1.52521,3.56179
19.991047,46.648844,79.064449,0.974437,1.862756
16.656847,66.335179,56.629344,1.175391,2.722666
16.50125,60.36984,121.973886,1.258581,3.487923
10.904407,47.805613,121.481168,1.277174,3.074864
18.970334,95.056048,72.289752,1.499126,4.115026
10.289995,34.928651,129.390724,1.147674,2.483647
12.408281,18.546315,51.634367,0.747583,0.821822
11.430219,68.131312,25.538222,1.301414,2.414384
17.767679,84.754749,96.39592,1.483519,4.152466
11.982042,4.98512,149.259722,0.799914,0.928043
19.106382,45.513636,29.830539,0.842254,1.328747
16.56269,89.356281,50.999759,1.487549,3.444793
10.361627,75.212243,89.86433,1.583487,3.972798
10.054298,99.188964,126.242592,1.933656,5.931755
10.516579,53.609967,36.130251,1.242506,2.189605
16.059252,66.339576,74.404332,1.267795,2.938979
18.014818,30.945548,118.384475,0.830421,1.758912
12.385528,94.806024,71.442901,1.688945,4.418618
18.494088,37.267213,48.604553,0.754783,1.26924
10.572319,74.112561,49.436978,1.471402,3.130012
18.009639,40.91088,76.256098,0.900717,1.75635
19.277954,56.620074,84.927134,1.061588,2.533307
17.721084,72.258471,132.726802,1.441141,4.201899
16.981208,51.384481,105.281552,1.12872,2.673094
18.379802,90.801546,111.300244,1.575347,4.845484
10.401513,42.510798,147.873396,1.27521,3.098558
12.017821,65.060108,76.48043,1.353165,3.112709
11.249237,34.893881,75.4193,1.032824,1.786551
15.04531,41.40751,140.418371,1.129828,2.769527
17.451881,44.564961,55.734448,0.885566,1.717834
16.300118,13.454895,116.226906,0.701303,0.894329
18.511311,10.080644,119.321642,0.604553,0.581832
11.55213,67.081502,37.2235,1.328558,2.611802
17.346211,65.896256,83.528926,1.221159,3.012363
11.930415,66.628062,50.070309,1.330974,2.756839
12.707588,2.956878,48.171909,0.547062,0.222993
17.099047,33.328137,82.978514,0.854739,1.573624
19.802048,20.583175,61.178713,0.58739,0.574863
16.115436,78.036991,124.507556,1.523613,4.433831
10.545003,86.20241,138.450611,1.789093,5.505015
16.16309,25.421357,125.340076,0.861721,1.679416
10.423506,67.117067,58.253859,1.41796,2.91154
18.841457,13.806918,59.266799,0.53119,0.386777
17.095783,28.2401,56.841044,0.731006,0.972015
11.731278,14.726795,41.879762,0.724351,0.614393
10.91721,29.068556,142.974796,1.126848,2.211088
11.835332,67.798918,75.255975,1.434873,3.242654
19.800272,91.122364,53.086184,1.441199,3.39678
14.585606,21.049718,130.833881,0.859368,1.47671
17.840809,54.665824,74.899413,1.070842,2.339657
16.364083,70.437719,29.389601,1.213335,2.25339
15.724131,95.339324,45.242696,1.560872,3.656619
11.451303,61.395988,104.906293,1.39004,3.514748
19.460245,26.255586,122.863159,0.747275,1.493436
13.013426,62.922338,51.366799,1.269252,2.511853
15.780172,32.728625,139.674449,0.98332,2.180764
16.997759,97.636711,131.37464,1.726177,5.703908
16.492332,40.567937,131.047594,1.03826,2.428318
19.405944,68.857344,53.457643,1.129032,2.545903
11.48439,3.299531,31.316999,0.562383,0.164887
15.083527,40.606083,133.427942,1.104641,2.673423
14.040344,87.635654,63.225029,1.568453,3.884331
14.741687,61.412517,102.364548,1.343146,3.188824
11.192175,44.950346,119.99586,1.249176,2.972352
11.340946,93.657812,41.036657,1.67544,3.629753
12.780755,85.544453,122.604794,1.666769,5.064381
13.047046,32.899352,142.313932,1.062271,2.388816
14.279032,54.910292,116.046871,1.294303,3.122194
16.109875,49.492601,80.152844,1.052451,2.317954
16.346291,63.588048,134.584767,1.320958,3.834886
14.118109,34.077015,90.932204,0.966463,1.82759
14.087831,25.176295,118.096366,0.913869,1.629462
12.176285,91.354512,127.563243,1.768042,5.532587
15.883062,92.463575,118.669108,1.66431,5.152715
13.170409,84.488966,60.98186,1.565307,3.642141
10.360598,97.842239,39.730488,1.72663,3.908426
14.184,74.754161,54.792316,1.353241,3.100805
14.741327,76.702056,87.859367,1.472755,3.799822
12.255929,76.496419,88.159615,1.536444,3.850284
15.724579,48.580155,97.830544,1.094475,2.460759
15.657719,46.188767,74.38773,1.001666,2.059117
17.020022,24.782401,123.361423,0.818619,1.466314
16.479485,64.8371,139.144219,1.360855,4.021367
16.524331,29.642693,55.840632,0.794977,1.166279
13.162142,26.523033,117.065402,0.936811,1.719075
17.874322,59.010176,109.746482,1.189695,3.182353
15.491444,41.588256,90.386312,1.028591,2.154846
14.314182,22.666804,48.566279,0.692083,0.890899
16.260125,81.789546,124.404032,1.563155,4.632192
13.606573,86.196422,145.078286,1.692667,5.565692
15.127392,17.602252,115.229542,0.794504,1.135225
17.367057,1.743196,139.7325,0.584305,0.297898
18.864029,34.276867,148.023158,0.96314,2.174971
19.210572,79.953573,69.006334,1.332157,3.273075
15.036329,84.078213,104.777944,1.519859,4.378118
15.202751,14.694578,84.241592,0.67304,0.796888
17.998704,77.659254,148.328593,1.491371,4.787804
13.144507,12.454713,36.725978,0.624674,0.607779
18.373824,39.616196,76.546864,0.886826,1.628178
14.941416,99.862342,134.442381,1.834778,5.908846
11.158567,20.066491,60.506414,0.839223,1.054429
10.720591,16.242395,123.474106,0.915954,1.422707
18.419932,42.857233,72.847895,0.870458,1.783753
10.555679,62.347184,147.497317,1.517381,4.300441
12.806114,93.357177,135.44123,1.815313,5.638879
13.3413,98.101293,62.665045,1.680498,4.222263
11.729944,7.894423,121.274139,0.798009,0.773229
13.138934,14.661754,67.107068,0.734155,0.653363
17.426926,79.283059,100.795355,1.432717,4.014449
10.146828,27.792583,107.310096,0.982451,1.74002
18.271734,88.600057,128.699426,1.546886,4.973658
18.56548,66.681872,28.056355,1.137055,2.031718
13.722616,12.072635,52.519736,0.627302,0.471373
11.536129,83.420399,113.989726,1.643258,4.803399
16.008404,18.459282,95.440405,0.756845,1.002751
11.196726,42.926044,86.950635,1.153379,2.366927
13.649194,55.666308,31.901245,1.144421,2.007919
19.584292,50.575849,68.534485,0.96199,2.062477
19.954645,68.930129,133.137529,1.303968,3.938063
17.721049,65.615987,28.861605,1.120744,2.091803
13.109615,99.212159,74.554529,1.760316,4.624021
16.87665,99.942769,143.143536,1.824849,6.09534
17.054064,52.129481,31.360092,0.996072,1.643719
13.878417,10.42471,118.713219,0.714564,0.824561
16.408886,73.056487,57.201577,1.307748,2.894968
10.107276,97.689744,133.326104,1.95854,6.084632
12.090577,32.514312,118.258497,1.088025,2.108253
15.250883,46.65968,135.713146,1.165284,2.913407
11.637513,43.052916,51.990599,1.09479,1.832231
11.659069,6.090496,91.411594,0.724692,0.516236
18.363043,67.554179,122.408743,1.356027,3.800895
19.89133,35.980432,55.712468,0.73145,1.212539
15.559694,78.958924,53.843288,1.378255,3.113298
18.390697,83.379887,28.397767,1.299511,2.709441
19.903217,82.301848,144.814412,1.47035,4.908829
11.415959,42.249934,113.75211,1.174224,2.542587
14.482456,32.833023,104.445044,0.913159,1.915558
13.925727,75.133257,117.99934,1.511132,4.275989
10.800493,80.337554,91.451615,1.630326,4.184863
17.553302,49.634487,84.516728,1.028184,2.290484
14.33779,89.410071,81.19153,1.643878,4.299176
14.693269,15.246961,105.054902,0.752543,0.96432
11.50673,88.027809,50.191872,1.637336,3.589966
11.809267,10.513428,136.007337,0.849126,1.082143
19.071036,16.199027,126.469046,0.691723,0.923781
10.446491,53.850161,68.695451,1.275783,2.702211
12.328523,7.68433,97.326162,0.744384,0.65293
12.920593,6.227903,42.628412,0.573493,0.152666
14.901975,1.051356,146.543281,0.668566,0.421297
